EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E03027,Elijah Watson,Sr. Manger,Sales,Manufacturing,Male,Caucasian,29,3/16/17,"$151,413 ",15%,United States,Seattle,
E03689,Wesley Gray,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,62,4/22/03,"$76,906 ",0%,United States,Seattle,
E01986,Wesley Sharma,Manager,IT,Corporate,Male,Asian,51,2/23/94,"$122,802 ",5%,China,Shanghai,
E01286,Mateo Mendez,Development Engineer,Engineering,Research & Development,Male,Latino,47,7/14/98,"$99,091 ",0%,United States,Austin,
E01409,Jose Molina,Controls Engineer,Engineering,Manufacturing,Male,Latino,40,2/28/08,"$113,987 ",0%,Brazil,Manaus,
E00626,Luna Simmons,Sr. Analyst,Finance,Corporate,Female,Caucasian,28,9/4/20,"$95,045 ",0%,United States,Chicago,
E04342,Samantha Barnes,Vice President,Marketing,Speciality Products,Female,Caucasian,29,1/5/17,"$190,401 ",37%,United States,Columbus,
E03904,Hunter Ortiz,Sr. Analyst,Finance,Corporate,Male,Latino,46,1/20/13,"$86,061 ",0%,Brazil,Rio de Janerio,
E01291,Thomas Aguilar,Sr. Account Representative,Sales,Speciality Products,Male,Latino,45,2/10/21,"$79,882 ",0%,United States,Phoenix,
E00917,Skylar Bell,Vice President,Engineering,Manufacturing,Female,Caucasian,30,3/6/18,"$255,431 ",36%,United States,Columbus,
E01484,Anna Zhu,Service Desk Analyst,IT,Manufacturing,Female,Asian,48,8/22/03,"$82,017 ",0%,China,Beijing,
E03864,Ella Hunter,Analyst,Finance,Manufacturing,Female,Caucasian,51,1/18/17,"$53,799 ",0%,United States,Columbus,
E00488,Emery Hunter,Sr. Analyst,Sales,Corporate,Female,Caucasian,28,7/3/21,"$82,739 ",0%,United States,Phoenix,
E02227,Sofia Parker,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,36,5/30/14,"$99,080 ",0%,United States,Chicago,
E04802,Lucy Fong,Sr. Account Representative,Sales,Corporate,Female,Asian,40,1/20/11,"$96,719 ",0%,China,Chengdu,
E01970,Vivian Barnes,Director,Human Resources,Research & Development,Female,Caucasian,51,3/28/21,"$180,687 ",19%,United States,Phoenix,
E02813,Kai Chow,Engineering Manager,Engineering,Corporate,Male,Asian,45,4/12/01,"$95,743 ",15%,United States,Austin,1/15/10
E02031,Melody Cooper,Development Engineer,Engineering,Research & Development,Female,Caucasian,44,9/4/09,"$89,695 ",0%,United States,Austin,
E03252,James Bui,Manager,Finance,Manufacturing,Male,Asian,64,7/20/98,"$122,753 ",9%,China,Chongqing,
E04871,Liam Grant,Sr. Business Partner,Human Resources,Research & Development,Male,Caucasian,30,3/15/15,"$93,734 ",0%,United States,Phoenix,
E03547,Owen Han,Analyst,Accounting,Corporate,Male,Asian,28,5/12/17,"$52,069 ",0%,China,Chongqing,
E04742,Kinsley Vega,Vice President,Accounting,Corporate,Female,Latino,33,12/16/20,"$258,426 ",40%,Brazil,Rio de Janerio,
E01070,Leonardo Martin,Manager,Finance,Speciality Products,Male,Black,51,2/16/95,"$125,375 ",9%,United States,Chicago,
E04359,Greyson Lam,Vice President,Accounting,Manufacturing,Male,Asian,25,2/8/21,"$198,243 ",31%,United States,Miami,
E03268,Emilia Rivera,Test Engineer,Engineering,Research & Development,Female,Latino,42,11/23/17,"$96,023 ",0%,United States,Miami,
E04035,Penelope Johnson,Sr. Analyst,Marketing,Research & Development,Female,Caucasian,34,6/25/12,"$83,066 ",0%,United States,Chicago,6/5/13
E01221,Eva Figueroa,Analyst II,Sales,Research & Development,Female,Latino,48,5/14/14,"$61,216 ",0%,United States,Seattle,
E00276,Ezekiel Jordan,Sr. Manger,Accounting,Corporate,Male,Caucasian,33,2/10/13,"$144,231 ",14%,United States,Columbus,7/17/20
E01687,Luke Mai,HRIS Analyst,Human Resources,Research & Development,Male,Asian,41,10/24/07,"$51,630 ",0%,China,Beijing,
E02844,Charles Diaz,Sr. Manger,Sales,Corporate,Male,Latino,55,11/16/13,"$124,129 ",15%,Brazil,Sao Paulo,
E01263,Adam Espinoza,Test Engineer,Engineering,Manufacturing,Male,Latino,36,4/9/09,"$60,055 ",0%,United States,Seattle,
E00119,Jack Maldonado,Director,Engineering,Research & Development,Male,Latino,31,8/26/20,"$189,290 ",22%,Brazil,Sao Paulo,9/25/20
E03935,Cora Jiang,Vice President,IT,Corporate,Female,Asian,53,4/30/08,"$182,202 ",30%,United States,Austin,
E00742,Cooper Mitchell,Manager,Sales,Speciality Products,Male,Caucasian,43,1/31/06,"$117,518 ",7%,United States,Seattle,
E02810,Layla Torres,Sr. Manger,Finance,Manufacturing,Female,Latino,37,2/24/13,"$157,474 ",11%,Brazil,Rio de Janerio,
E01860,Jack Edwards,Manager,Marketing,Manufacturing,Male,Caucasian,38,4/6/08,"$126,856 ",6%,United States,Columbus,
E04890,Eleanor Chan,Sr. Manger,Accounting,Manufacturing,Female,Asian,49,4/2/01,"$129,124 ",12%,China,Shanghai,
E02285,Aria Xi,Director,Sales,Research & Development,Female,Asian,45,3/1/02,"$165,181 ",16%,United States,Seattle,
E00842,John Vega,Vice President,Finance,Corporate,Male,Latino,50,1/18/04,"$247,939 ",35%,Brazil,Rio de Janerio,
E01271,Luke Munoz,Director,Engineering,Speciality Products,Male,Latino,64,8/25/17,"$169,509 ",18%,Brazil,Manaus,
E01921,Sarah Daniels,Sr. Manger,Accounting,Manufacturing,Female,Caucasian,55,1/9/11,"$138,521 ",10%,United States,Miami,
E03664,Aria Castro,Engineering Manager,Engineering,Speciality Products,Female,Latino,45,3/14/14,"$113,873 ",11%,Brazil,Rio de Janerio,
E00813,Autumn Joseph,Enterprise Architect,IT,Corporate,Female,Black,39,5/9/18,"$73,317 ",0%,United States,Miami,
E00870,Evelyn Liang,Service Desk Analyst,IT,Speciality Products,Female,Asian,40,6/26/13,"$69,096 ",0%,United States,Seattle,
E04167,Henry Alvarez,Sr. Business Partner,Human Resources,Manufacturing,Male,Latino,48,4/12/05,"$87,158 ",0%,Brazil,Manaus,
E00245,Benjamin Delgado,Test Engineer,Engineering,Corporate,Male,Latino,64,9/28/92,"$70,778 ",0%,United States,Austin,
E00976,Zoe Rodriguez,Director,Human Resources,Speciality Products,Female,Latino,65,5/23/04,"$153,938 ",20%,United States,Phoenix,
E04112,Axel Chu,Systems Analyst,IT,Research & Development,Male,Asian,43,5/4/18,"$59,888 ",0%,China,Beijing,
E01807,Cameron Evans,Test Engineer,Engineering,Corporate,Male,Caucasian,50,12/13/18,"$63,098 ",0%,United States,Columbus,
E04103,Isabella Soto,Vice President,Finance,Corporate,Female,Latino,27,12/15/21,"$255,369 ",33%,Brazil,Sao Paulo,
E01412,Eva Jenkins,Sr. Manger,Human Resources,Manufacturing,Female,Black,55,11/10/04,"$142,318 ",14%,United States,Chicago,
E04386,Cameron Powell,Business Partner,Human Resources,Manufacturing,Male,Black,41,8/20/04,"$49,186 ",0%,United States,Austin,6/17/08
E01232,Samantha Foster,Vice President,Human Resources,Research & Development,Female,Black,34,7/27/19,"$220,937 ",38%,United States,Austin,
E04572,Jade Li,Director,IT,Speciality Products,Female,Asian,47,10/26/12,"$183,156 ",30%,United States,Seattle,
E02747,Kinsley Acosta,Vice President,IT,Speciality Products,Female,Latino,32,7/22/20,"$192,749 ",31%,United States,Chicago,
E01064,Clara Kang,Sr. Manger,IT,Manufacturing,Female,Asian,39,3/25/17,"$135,325 ",14%,United States,Phoenix,
E00178,Harper Alexander,Sr. Analyst,Sales,Speciality Products,Female,Caucasian,26,10/14/19,"$79,356 ",0%,United States,Phoenix,
E01091,Carter Reed,Development Engineer,Engineering,Manufacturing,Male,Black,40,7/7/05,"$74,412 ",0%,United States,Seattle,
E01525,Charlotte Ruiz,Computer Systems Manager,IT,Manufacturing,Female,Latino,32,10/2/17,"$61,886 ",9%,Brazil,Rio de Janerio,
E01309,Everleigh Jiang,Director,Accounting,Research & Development,Female,Asian,58,5/14/03,"$173,071 ",29%,United States,Columbus,
E02378,Audrey Smith,Field Engineer,Engineering,Research & Development,Female,Caucasian,58,10/27/95,"$70,189 ",0%,United States,Columbus,
E04127,Emery Acosta,Vice President,Sales,Research & Development,Female,Latino,42,9/11/13,"$181,452 ",30%,United States,Columbus,
E02072,Charles Robinson,HRIS Analyst,Human Resources,Speciality Products,Male,Caucasian,26,3/12/21,"$70,369 ",0%,United States,Seattle,
E02555,Landon Lopez,Sr. Analyst,Accounting,Manufacturing,Male,Latino,38,7/5/08,"$78,056 ",0%,Brazil,Sao Paulo,
E00187,Miles Mehta,Director,Finance,Research & Development,Male,Asian,64,5/2/96,"$189,933 ",23%,United States,Miami,
E04332,Ezra Simmons,Automation Engineer,Engineering,Speciality Products,Male,Caucasian,38,7/1/10,"$78,237 ",0%,United States,Phoenix,
E02062,Nora Santiago,Analyst,Accounting,Research & Development,Female,Latino,55,6/26/96,"$48,687 ",0%,Brazil,Rio de Janerio,
E00034,Caroline Herrera,Sr. Manger,Marketing,Manufacturing,Female,Latino,45,8/19/04,"$121,065 ",15%,Brazil,Rio de Janerio,
E00273,David Owens,Sr. Analyst,Sales,Corporate,Male,Black,43,4/16/04,"$94,246 ",0%,United States,Austin,
E00691,Avery Yee,Systems Analyst,IT,Manufacturing,Female,Asian,34,5/22/16,"$44,614 ",0%,United States,Miami,
E01403,Xavier Park,Vice President,IT,Research & Development,Male,Asian,40,11/8/20,"$234,469 ",31%,China,Chengdu,
E03438,Asher Morales,Automation Engineer,Engineering,Research & Development,Male,Latino,52,7/10/20,"$88,272 ",0%,Brazil,Sao Paulo,
E04136,Mason Cao,Analyst II,Finance,Corporate,Male,Asian,52,9/14/17,"$74,449 ",0%,China,Beijing,
E02944,Joshua Fong,Vice President,Engineering,Speciality Products,Male,Asian,47,6/11/12,"$222,941 ",39%,China,Beijing,
E03300,Maria Chin,Analyst,Marketing,Manufacturing,Female,Asian,65,9/26/13,"$50,341 ",0%,China,Beijing,
E00078,Eva Garcia,HRIS Analyst,Human Resources,Corporate,Female,Latino,31,4/11/21,"$72,235 ",0%,Brazil,Manaus,
E00825,Anna Molina,Sr. Analyst,Accounting,Corporate,Female,Latino,41,6/12/16,"$70,165 ",0%,United States,Columbus,
E04972,Logan Bryant,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,30,7/18/20,"$148,485 ",15%,United States,Miami,
E03941,Isla Han,Technical Architect,IT,Manufacturing,Female,Asian,58,6/18/05,"$86,089 ",0%,United States,Chicago,
E02148,Christopher Vega,Engineering Manager,Engineering,Research & Development,Male,Latino,54,10/27/07,"$106,313 ",15%,United States,Chicago,
E02252,Lillian Park,Analyst,Marketing,Research & Development,Female,Asian,40,2/24/21,"$46,833 ",0%,China,Chengdu,11/10/21
E03096,Kennedy Zhang,Director,Finance,Research & Development,Female,Asian,63,10/27/00,"$155,320 ",17%,China,Chongqing,
E04800,Eli Han,Sr. Analyst,Accounting,Manufacturing,Male,Asian,40,1/15/16,"$89,984 ",0%,China,Chengdu,
E02838,Julia Pham,Engineering Manager,Engineering,Speciality Products,Female,Asian,65,3/16/06,"$83,756 ",14%,China,Shanghai,
E02980,Hailey Shin,Director,Human Resources,Corporate,Female,Asian,57,10/24/16,"$176,324 ",23%,China,Shanghai,
E04477,Connor Grant,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,27,10/13/21,"$74,077 ",0%,United States,Seattle,
E04348,Natalia Owens,Manager,Human Resources,Manufacturing,Female,Caucasian,31,1/18/21,"$104,162 ",7%,United States,Austin,
E01638,Maria He,IT Systems Architect,IT,Corporate,Female,Asian,45,8/28/10,"$82,162 ",0%,China,Beijing,10/3/20
E03419,Jade Yi,Account Representative,Sales,Speciality Products,Female,Asian,47,7/10/15,"$63,880 ",0%,China,Chongqing,
E04222,Quinn Xiong,Test Engineer,Engineering,Research & Development,Female,Asian,55,9/8/13,"$73,248 ",0%,United States,Columbus,
E04126,Dominic Baker,Sr. Analyst,Accounting,Manufacturing,Male,Black,51,10/9/20,"$91,853 ",0%,United States,Chicago,
E01896,Adam Nelson,Director,Finance,Speciality Products,Male,Caucasian,25,1/14/20,"$168,014 ",27%,United States,Chicago,7/27/21
E03018,Autumn Reed,Development Engineer,Engineering,Corporate,Female,Caucasian,37,9/17/17,"$70,770 ",0%,United States,Miami,
E03325,Robert Edwards,HRIS Analyst,Human Resources,Corporate,Male,Caucasian,62,10/11/04,"$50,825 ",0%,United States,Seattle,
E04037,Roman Martinez,Sr. Manger,Finance,Research & Development,Male,Latino,31,9/19/15,"$145,846 ",15%,Brazil,Manaus,
E01902,Eleanor Li,Sr. Manger,Human Resources,Research & Development,Female,Asian,64,12/7/03,"$125,807 ",15%,United States,Chicago,
E01466,Connor Vang,Analyst,Sales,Speciality Products,Male,Asian,25,7/28/21,"$46,845 ",0%,United States,Miami,
E02038,Ellie Chung,Sr. Manger,Marketing,Corporate,Female,Asian,59,8/29/08,"$157,969 ",10%,China,Chongqing,
E03474,Violet Hall,Solutions Architect,IT,Corporate,Female,Caucasian,40,12/10/10,"$97,807 ",0%,United States,Chicago,
E02744,Dylan Padilla,HRIS Analyst,Human Resources,Manufacturing,Male,Latino,31,12/9/15,"$73,854 ",0%,United States,Seattle,
E00702,Nathan Pham,Sr. Manger,Accounting,Manufacturing,Male,Asian,45,12/12/06,"$149,537 ",14%,United States,Seattle,
E03081,Ayla Brown,Sr. Manger,Sales,Manufacturing,Female,Caucasian,49,4/15/13,"$128,303 ",15%,United States,Phoenix,
E01281,Isaac Mitchell,Network Architect,IT,Speciality Products,Male,Black,46,6/10/05,"$67,374 ",0%,United States,Austin,
E04029,Jayden Jimenez,Manager,Human Resources,Corporate,Male,Latino,46,9/24/11,"$102,167 ",6%,Brazil,Rio de Janerio,
E01116,Jaxon Tran,Sr. Manger,Sales,Manufacturing,Male,Asian,45,9/7/07,"$151,027 ",10%,China,Shanghai,
E01753,Connor Fong,Manager,Accounting,Speciality Products,Male,Asian,40,2/16/18,"$120,905 ",5%,United States,Seattle,
E04072,Emery Mitchell,Vice President,Finance,Manufacturing,Female,Caucasian,48,6/2/18,"$231,567 ",36%,United States,Seattle,
E00672,Landon Luu,Vice President,IT,Research & Development,Male,Asian,31,7/12/15,"$215,388 ",33%,United States,Miami,
E04419,Sophia Ahmed,Sr. Manger,Sales,Speciality Products,Female,Asian,30,6/13/15,"$127,972 ",11%,United States,Seattle,
E00467,Sofia Dinh,Operations Engineer,Engineering,Corporate,Female,Asian,55,8/4/95,"$80,701 ",0%,United States,Chicago,4/14/05
E00365,Jonathan Patel,Manager,Marketing,Corporate,Male,Asian,28,2/2/20,"$115,417 ",6%,China,Shanghai,
E00306,Piper Patterson,Quality Engineer,Engineering,Corporate,Female,Caucasian,45,6/19/19,"$88,045 ",0%,United States,Chicago,
E03292,Cora Evans,Computer Systems Manager,IT,Speciality Products,Female,Black,45,3/26/18,"$86,478 ",6%,United States,Austin,
E04779,Cameron Young,Vice President,Engineering,Manufacturing,Male,Caucasian,63,1/18/16,"$180,994 ",39%,United States,Seattle,
E00501,Melody Ho,Analyst II,Finance,Research & Development,Female,Asian,55,12/2/07,"$64,494 ",0%,United States,Columbus,
E01132,Aiden Bryant,Account Representative,Sales,Manufacturing,Male,Black,47,10/21/02,"$70,122 ",0%,United States,Columbus,
E00556,Grayson Walker,Director,Accounting,Manufacturing,Male,Caucasian,29,2/19/17,"$181,854 ",29%,United States,Seattle,4/24/20
E00311,Scarlett Figueroa,Business Partner,Human Resources,Speciality Products,Female,Latino,34,10/21/16,"$52,811 ",0%,United States,Miami,
E04567,Madeline Hoang,Systems Analyst,IT,Research & Development,Female,Asian,28,10/25/19,"$50,111 ",0%,China,Chengdu,
E04378,Ezra Simmons,Network Administrator,IT,Manufacturing,Male,Black,31,5/7/16,"$71,192 ",0%,United States,Austin,
E03251,Ruby Medina,Director,Sales,Manufacturing,Female,Latino,50,12/18/18,"$155,351 ",20%,United States,Seattle,
E03167,Luke Zheng,Director,Human Resources,Speciality Products,Male,Asian,39,11/28/06,"$161,690 ",29%,China,Beijing,
E03347,Rylee Dinh,Development Engineer,Engineering,Speciality Products,Female,Asian,35,2/10/17,"$60,132 ",0%,China,Chongqing,
E03908,Miles Evans,Network Architect,IT,Manufacturing,Male,Caucasian,54,10/24/94,"$87,216 ",0%,United States,Miami,
E01351,Leo Owens,Systems Analyst,IT,Corporate,Male,Caucasian,47,4/23/20,"$50,069 ",0%,United States,Seattle,
E02681,Caroline Owens,Director,IT,Speciality Products,Female,Caucasian,26,7/26/21,"$151,108 ",22%,United States,Phoenix,
E03807,Kennedy Do,Computer Systems Manager,IT,Manufacturing,Female,Asian,42,10/15/05,"$67,398 ",7%,United States,Phoenix,
E00422,Jade Acosta,Development Engineer,Engineering,Research & Development,Female,Latino,47,8/29/15,"$68,488 ",0%,United States,Seattle,
E00265,Mila Vasquez,Quality Engineer,Engineering,Manufacturing,Female,Latino,60,7/16/98,"$92,932 ",0%,United States,Columbus,
E04601,Allison Ayala,Analyst,Finance,Corporate,Female,Latino,36,6/30/09,"$43,363 ",0%,United States,Austin,
E04816,Jace Zhang,Service Desk Analyst,IT,Speciality Products,Male,Asian,31,2/14/17,"$95,963 ",0%,China,Chengdu,
E02147,Allison Medina,Manager,Finance,Speciality Products,Female,Latino,55,4/29/10,"$111,038 ",5%,Brazil,Sao Paulo,
E02914,Maria Wilson,Vice President,Engineering,Research & Development,Female,Caucasian,51,6/14/96,"$200,246 ",34%,United States,Columbus,
E03268,Everly Coleman,Vice President,IT,Corporate,Female,Caucasian,48,2/18/15,"$194,871 ",35%,United States,Columbus,
E03972,Jordan Gomez,Sr. Analyst,Accounting,Research & Development,Male,Latino,58,9/15/94,"$98,769 ",0%,Brazil,Rio de Janerio,10/3/16
E02189,Isla Chavez,Account Representative,Sales,Research & Development,Female,Latino,29,5/19/18,"$65,334 ",0%,Brazil,Rio de Janerio,
E04290,Hannah Gomez,Technical Architect,IT,Manufacturing,Female,Latino,25,5/11/21,"$83,934 ",0%,United States,Miami,
E03630,Jacob Davis,Director,Accounting,Research & Development,Male,Caucasian,36,9/3/16,"$150,399 ",28%,United States,Chicago,
E00432,Eli Gupta,Director,Human Resources,Research & Development,Male,Asian,37,5/19/12,"$160,280 ",19%,China,Beijing,
E03045,Andrew Huynh,Business Partner,Human Resources,Speciality Products,Male,Asian,57,4/28/97,"$54,051 ",0%,United States,Miami,10/11/98
E01924,Anna Gutierrez,Director,Engineering,Research & Development,Female,Latino,59,4/15/03,"$150,699 ",29%,Brazil,Sao Paulo,
E04877,Samuel Vega,Analyst II,Marketing,Speciality Products,Male,Latino,37,3/30/13,"$69,570 ",0%,United States,Miami,
E02770,Liliana Do,Service Desk Analyst,IT,Manufacturing,Female,Asian,30,3/29/19,"$86,774 ",0%,China,Chengdu,
E04590,Isaac Sanders,HRIS Analyst,Human Resources,Manufacturing,Male,Caucasian,49,3/29/01,"$57,606 ",0%,United States,Miami,
E01977,Raelynn Gupta,Sr. Manger,Finance,Corporate,Female,Asian,48,9/10/01,"$125,730 ",11%,China,Chongqing,
E01378,Genesis Xiong,System Administrator,IT,Research & Development,Female,Asian,51,2/25/12,"$64,170 ",0%,United States,Columbus,
E04224,Lucas Ramos,Sr. Business Partner,Human Resources,Speciality Products,Male,Latino,56,1/21/98,"$72,303 ",0%,United States,Phoenix,
E03423,Santiago f Gonzalez,Manager,Sales,Research & Development,Male,Latino,36,7/26/12,"$105,891 ",7%,United States,Seattle,
E01584,Henry Zhu,Vice President,Marketing,Speciality Products,Male,Asian,38,8/25/21,"$255,230 ",36%,United States,Austin,
E00788,Emily Contreras,Analyst II,Sales,Manufacturing,Female,Latino,56,6/15/92,"$59,591 ",0%,Brazil,Sao Paulo,
E00207,Hailey Lai,Vice President,Human Resources,Manufacturing,Female,Asian,52,7/23/12,"$187,048 ",32%,China,Chengdu,
E00834,Vivian Guzman,Analyst II,Finance,Speciality Products,Female,Latino,53,2/9/02,"$58,605 ",0%,United States,Phoenix,
E04571,Hadley Contreras,Director,Engineering,Corporate,Female,Latino,60,1/4/17,"$178,502 ",20%,United States,Austin,
E02652,Nathan Sun,Manager,Accounting,Speciality Products,Male,Asian,63,7/29/15,"$103,724 ",5%,China,Shanghai,
E02693,Grace Campos,Director,Engineering,Research & Development,Female,Latino,37,3/21/08,"$156,277 ",22%,Brazil,Manaus,
E03359,Autumn Ortiz,Field Engineer,Engineering,Research & Development,Female,Latino,30,12/17/17,"$87,744 ",0%,Brazil,Sao Paulo,
E00399,Connor Walker,Analyst II,Finance,Manufacturing,Male,Caucasian,30,3/18/19,"$54,714 ",0%,United States,Columbus,
E02971,Mia Wu,Enterprise Architect,IT,Corporate,Female,Asian,45,8/25/13,"$99,169 ",0%,China,Beijing,
E03327,Julia Luong,Sr. Manger,Accounting,Research & Development,Female,Asian,55,6/20/06,"$142,628 ",12%,China,Chongqing,
E00900,Eleanor Delgado,Sr. Analyst,Marketing,Manufacturing,Female,Latino,33,4/27/14,"$75,869 ",0%,Brazil,Sao Paulo,
E00836,Addison Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,65,5/14/18,"$60,985 ",0%,United States,Seattle,
E03854,Camila Li,Sr. Manger,IT,Research & Development,Female,Asian,60,7/24/10,"$126,911 ",10%,China,Shanghai,
E04729,Ezekiel Fong,Vice President,Sales,Research & Development,Male,Asian,56,2/25/04,"$216,949 ",32%,China,Shanghai,
E00360,Dylan Thao,Director,Engineering,Manufacturing,Male,Asian,53,10/22/12,"$168,510 ",29%,United States,Seattle,
E02284,Josephine Salazar,Field Engineer,Engineering,Speciality Products,Female,Latino,36,3/14/16,"$85,870 ",0%,Brazil,Sao Paulo,
E00181,Genesis Hu,Sr. Analyst,Marketing,Corporate,Female,Asian,46,1/15/02,"$86,510 ",0%,China,Beijing,1/2/03
E04168,Mila Juarez,Manager,Sales,Speciality Products,Female,Latino,38,9/21/17,"$119,647 ",9%,Brazil,Sao Paulo,
E02861,Daniel Perry,Enterprise Architect,IT,Research & Development,Male,Caucasian,62,4/15/01,"$80,921 ",0%,United States,Columbus,
E01357,Paisley Hunter,Engineering Manager,Engineering,Research & Development,Female,Caucasian,61,1/15/10,"$98,110 ",13%,United States,Chicago,
E04387,Everleigh White,Network Architect,IT,Speciality Products,Female,Caucasian,59,10/20/17,"$86,831 ",0%,United States,Phoenix,
E03090,Penelope Choi,Technical Architect,IT,Speciality Products,Female,Asian,49,9/10/10,"$72,826 ",0%,China,Beijing,
E03591,Piper Sun,Director,Marketing,Manufacturing,Female,Asian,64,2/14/11,"$171,217 ",19%,United States,Seattle,
E03328,Lucy Johnson,Manager,IT,Research & Development,Female,Caucasian,57,4/27/20,"$103,058 ",7%,United States,Columbus,
E04937,Ian Ngo,Manager,Sales,Speciality Products,Male,Asian,52,8/7/14,"$117,062 ",7%,United States,Phoenix,
E00515,Joseph Vazquez,Sr. Manger,Accounting,Speciality Products,Male,Latino,40,1/23/19,"$159,031 ",10%,United States,Miami,
E01241,Hadley Guerrero,Sr. Manger,IT,Research & Development,Female,Latino,49,1/14/04,"$125,086 ",10%,Brazil,Sao Paulo,
E03255,Jose Brown,System Administrator,IT,Speciality Products,Male,Caucasian,43,4/7/16,"$67,976 ",0%,United States,Seattle,
E01711,Benjamin Ford,Analyst II,Finance,Speciality Products,Male,Caucasian,31,4/22/21,"$74,215 ",0%,United States,Phoenix,
E00500,Henry Shah,Director,Accounting,Manufacturing,Male,Asian,55,6/11/10,"$187,389 ",25%,China,Chengdu,
E04972,Ivy Daniels,Sr. Manger,Human Resources,Speciality Products,Female,Caucasian,41,10/26/08,"$131,841 ",13%,United States,Columbus,
E02728,Thomas Chang,Sr. Analyst,Accounting,Research & Development,Male,Asian,34,7/26/11,"$97,231 ",0%,China,Beijing,
E04749,Caroline Phan,Sr. Manger,Finance,Corporate,Female,Asian,41,3/14/04,"$155,004 ",12%,United States,Austin,
E02023,Maverick Mehta,Systems Analyst,IT,Manufacturing,Male,Asian,40,7/30/07,"$41,859 ",0%,United States,Seattle,
E03166,Austin Edwards,IT Coordinator,IT,Manufacturing,Male,Black,42,9/24/06,"$52,733 ",0%,United States,Chicago,
E02599,Daniel Huang,Vice President,Human Resources,Corporate,Male,Asian,31,9/3/15,"$250,953 ",34%,United States,Columbus,
E01014,Lucas Phan,Director,Marketing,Research & Development,Male,Asian,49,2/19/99,"$191,807 ",21%,China,Chongqing,
E04529,Gabriel Yu,Technical Architect,IT,Speciality Products,Male,Asian,42,6/23/14,"$64,677 ",0%,China,Chongqing,
E00085,Mason Watson,Sr. Manger,IT,Corporate,Male,Caucasian,46,9/14/04,"$130,274 ",11%,United States,Chicago,
E00632,Angel Chang,Network Architect,IT,Research & Development,Male,Asian,37,7/6/17,"$96,331 ",0%,China,Shanghai,
E02108,Madeline Coleman,Sr. Manger,Finance,Research & Development,Female,Caucasian,51,4/28/06,"$150,758 ",13%,United States,Chicago,8/16/07
E03802,Thomas Vazquez,Director,Engineering,Corporate,Male,Latino,46,7/19/14,"$173,629 ",21%,Brazil,Sao Paulo,
E03685,Silas Hunter,Solutions Architect,IT,Corporate,Male,Black,55,5/4/98,"$62,174 ",0%,United States,Chicago,
E01089,Nicholas Brooks,Analyst II,Accounting,Manufacturing,Male,Caucasian,43,10/20/17,"$56,555 ",0%,United States,Phoenix,
E03988,Dominic Thomas,Analyst II,Marketing,Manufacturing,Male,Caucasian,48,9/28/05,"$74,655 ",0%,United States,Austin,
E00401,Wesley Adams,System Administrator,IT,Corporate,Male,Caucasian,48,8/11/03,"$93,017 ",0%,United States,Seattle,
E03429,Ian Wu,Sr. Analyst,Marketing,Manufacturing,Male,Asian,51,4/14/12,"$82,300 ",0%,China,Chengdu,
E02417,Alice Young,Automation Engineer,Engineering,Research & Development,Female,Caucasian,46,1/24/08,"$91,621 ",0%,United States,Chicago,
E00359,Logan Carrillo,Sr. Analyst,Marketing,Research & Development,Male,Latino,33,11/30/14,"$91,280 ",0%,United States,Miami,
E02044,Caroline Alexander,Business Partner,Human Resources,Manufacturing,Female,Black,42,9/18/20,"$47,071 ",0%,United States,Columbus,
E01479,Serenity Bailey,IT Systems Architect,IT,Manufacturing,Female,Caucasian,55,11/21/11,"$81,218 ",0%,United States,Chicago,
E04962,Elena Tan,Vice President,Engineering,Manufacturing,Female,Asian,50,10/13/08,"$181,801 ",40%,China,Chongqing,12/11/19
E02769,Eliza Adams,Account Representative,Sales,Manufacturing,Female,Caucasian,26,11/21/21,"$63,137 ",0%,United States,Chicago,
E03893,Alice Xiong,Vice President,Engineering,Manufacturing,Female,Asian,55,9/2/18,"$221,465 ",34%,China,Chengdu,
E00553,Isla Yoon,Quality Engineer,Engineering,Research & Development,Female,Asian,50,5/10/13,"$79,388 ",0%,United States,Austin,8/4/19
E03540,Emma Perry,Solutions Architect,IT,Manufacturing,Female,Caucasian,28,1/22/18,"$68,176 ",0%,United States,Seattle,
E02769,Riley Marquez,Sr. Manger,Finance,Research & Development,Female,Latino,39,10/18/19,"$122,829 ",11%,United States,Chicago,
E03277,Caroline Hu,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,8/18/19,"$126,353 ",12%,China,Shanghai,
E04194,Madison Kumar,Director,Accounting,Speciality Products,Female,Asian,55,10/17/10,"$188,727 ",23%,China,Chengdu,
E01807,Matthew Lim,Sr. Analyst,Sales,Research & Development,Male,Asian,52,2/18/94,"$99,624 ",0%,United States,Seattle,
E01762,Maya Ngo,Manager,Sales,Speciality Products,Female,Asian,55,10/20/12,"$108,686 ",6%,United States,Columbus,
E02632,Alice Soto,Analyst,Accounting,Corporate,Female,Latino,56,4/13/95,"$50,857 ",0%,Brazil,Manaus,
